;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
192;tripadvisor;2016-05;bretagne;offre_de_loisirs;jeux et divertissements;;fr;276.0;63;;;;0
193;tripadvisor;2016-06;bretagne;offre_de_loisirs;jeux et divertissements;;fr;326.5;77;;;;0
194;tripadvisor;2016-07;bretagne;offre_de_loisirs;jeux et divertissements;;fr;719.0;163;;;;0
195;tripadvisor;2016-08;bretagne;offre_de_loisirs;jeux et divertissements;;fr;1296.5;295;;;;0
196;tripadvisor;2016-09;bretagne;offre_de_loisirs;jeux et divertissements;;fr;544.5;121;;;;0
197;tripadvisor;2016-10;bretagne;offre_de_loisirs;jeux et divertissements;;fr;632.0;136;;;;0
198;tripadvisor;2016-11;bretagne;offre_de_loisirs;jeux et divertissements;;fr;490.0;107;;;;0
199;tripadvisor;2016-12;bretagne;offre_de_loisirs;jeux et divertissements;;fr;396.5;88;;;;0
200;tripadvisor;2017-01;bretagne;offre_de_loisirs;jeux et divertissements;;fr;348.0;76;;;;0
201;tripadvisor;2017-02;bretagne;offre_de_loisirs;jeux et divertissements;;fr;559.5;121;;;;0
202;tripadvisor;2017-03;bretagne;offre_de_loisirs;jeux et divertissements;;fr;460.5;102;;;;0
203;tripadvisor;2017-04;bretagne;offre_de_loisirs;jeux et divertissements;;fr;761.5;169;;;;0
204;tripadvisor;2017-05;bretagne;offre_de_loisirs;jeux et divertissements;;fr;629.5;139;;;;0
205;tripadvisor;2017-06;bretagne;offre_de_loisirs;jeux et divertissements;;fr;351.5;80;;;;0
223;tripadvisor;2013-03;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;12.5;3;;;;0
224;tripadvisor;2013-04;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;20.5;5;;;;0
225;tripadvisor;2013-05;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;28.5;7;;;;0
226;tripadvisor;2013-06;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;20.0;5;;;;0
227;tripadvisor;2013-07;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;58.0;14;;;;0
228;tripadvisor;2013-08;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;106.5;26;;;;0
229;tripadvisor;2013-09;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;24.5;6;;;;0
230;tripadvisor;2013-10;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;29.5;7;;;;0
231;tripadvisor;2013-11;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;20.0;5;;;;0
232;tripadvisor;2013-12;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;9.0;2;;;;0
233;tripadvisor;2014-01;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;9.0;2;;;;0
234;tripadvisor;2014-02;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;5.0;1;;;;0
235;tripadvisor;2014-03;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;9.0;2;;;;0
236;tripadvisor;2014-04;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;28.5;7;;;;0
237;tripadvisor;2014-05;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;80.0;18;;;;0
238;tripadvisor;2014-06;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;77.5;18;;;;0
239;tripadvisor;2014-07;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;171.5;40;;;;0
240;tripadvisor;2014-08;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;228.0;53;;;;0
241;tripadvisor;2014-09;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;96.5;25;;;;0
242;tripadvisor;2014-10;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;59.0;14;;;;0
243;tripadvisor;2014-11;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;78.0;19;;;;0
244;tripadvisor;2014-12;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;65.0;16;;;;0
245;tripadvisor;2015-01;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;27.0;6;;;;0
246;tripadvisor;2015-02;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;123.0;27;;;;0
247;tripadvisor;2015-03;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;76.5;17;;;;0
248;tripadvisor;2015-04;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;157.0;36;;;;0
249;tripadvisor;2015-05;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;257.5;58;;;;0
250;tripadvisor;2015-06;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;124.0;28;;;;0
251;tripadvisor;2015-07;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;388.0;89;;;;0
252;tripadvisor;2015-08;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;489.5;114;;;;0
253;tripadvisor;2015-09;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;233.0;54;;;;0
254;tripadvisor;2015-10;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;221.0;50;;;;0
255;tripadvisor;2015-11;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;137.5;32;;;;0
256;tripadvisor;2015-12;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;126.0;27;;;;0
257;tripadvisor;2016-01;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;195.0;44;;;;0
258;tripadvisor;2016-02;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;245.0;56;;;;0
259;tripadvisor;2016-03;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;304.0;67;;;;0
260;tripadvisor;2016-04;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;373.0;84;;;;0
261;tripadvisor;2016-05;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;342.0;78;;;;0
262;tripadvisor;2016-06;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;223.0;50;;;;0
263;tripadvisor;2016-07;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;496.0;115;;;;0
264;tripadvisor;2016-08;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;651.5;151;;;;0
265;tripadvisor;2016-09;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;325.0;74;;;;0
266;tripadvisor;2016-10;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;273.0;62;;;;0
267;tripadvisor;2016-11;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;322.5;71;;;;0
