;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
233;tripadvisor;2014-08;bretagne;patrimoine;patrimoine culturel;;fr;4415.5;980;;;;0
234;tripadvisor;2014-09;bretagne;patrimoine;patrimoine culturel;;fr;2742.5;603;;;;0
235;tripadvisor;2014-10;bretagne;patrimoine;patrimoine culturel;;fr;1561.0;344;;;;0
236;tripadvisor;2014-11;bretagne;patrimoine;patrimoine culturel;;fr;1294.0;287;;;;0
237;tripadvisor;2014-12;bretagne;patrimoine;patrimoine culturel;;fr;916.5;204;;;;0
238;tripadvisor;2015-01;bretagne;patrimoine;patrimoine culturel;;fr;731.0;162;;;;0
239;tripadvisor;2015-02;bretagne;patrimoine;patrimoine culturel;;fr;1212.5;268;;;;0
240;tripadvisor;2015-03;bretagne;patrimoine;patrimoine culturel;;fr;1642.5;361;;;;0
241;tripadvisor;2015-04;bretagne;patrimoine;patrimoine culturel;;fr;2705.0;596;;;;0
242;tripadvisor;2015-05;bretagne;patrimoine;patrimoine culturel;;fr;4014.0;886;;;;0
243;tripadvisor;2015-06;bretagne;patrimoine;patrimoine culturel;;fr;3196.0;705;;;;0
244;tripadvisor;2015-07;bretagne;patrimoine;patrimoine culturel;;fr;7277.5;1608;;;;0
245;tripadvisor;2015-08;bretagne;patrimoine;patrimoine culturel;;fr;12092.5;2668;;;;0
246;tripadvisor;2015-09;bretagne;patrimoine;patrimoine culturel;;fr;6750.0;1488;;;;0
247;tripadvisor;2015-10;bretagne;patrimoine;patrimoine culturel;;fr;4524.5;998;;;;0
248;tripadvisor;2015-11;bretagne;patrimoine;patrimoine culturel;;fr;2519.5;557;;;;0
249;tripadvisor;2015-12;bretagne;patrimoine;patrimoine culturel;;fr;2079.5;461;;;;0
250;tripadvisor;2016-01;bretagne;patrimoine;patrimoine culturel;;fr;2129.5;471;;;;0
251;tripadvisor;2016-02;bretagne;patrimoine;patrimoine culturel;;fr;2877.5;636;;;;0
252;tripadvisor;2016-03;bretagne;patrimoine;patrimoine culturel;;fr;3476.5;767;;;;0
253;tripadvisor;2016-04;bretagne;patrimoine;patrimoine culturel;;fr;6247.5;1373;;;;0
254;tripadvisor;2016-05;bretagne;patrimoine;patrimoine culturel;;fr;5993.0;1317;;;;0
255;tripadvisor;2016-06;bretagne;patrimoine;patrimoine culturel;;fr;5376.0;1189;;;;0
256;tripadvisor;2016-07;bretagne;patrimoine;patrimoine culturel;;fr;9509.5;2100;;;;0
